PRIORIDADES;NomBodega;Postcosecha;NomShip;NomShop;Marca;NumPed;Po;TipoDes;Total
17/8/2020;EL Miami, FL;LAS MARGARITAS;ALBERTSON'S NEWELL & CO;SUPERVALU W. NEWELL & CO.;6278345 SINGLE ROSE                               ;6548261;68300051;WET;0,5
17/8/2020;EL Miami, FL;LAS MARGARITAS;ALBERTSON'S NEWELL & CO;SUPERVALU W. NEWELL & CO.;6278206 DOZEN RAINBOW ROSE                        ;6548260;68300051;WET;8,5
17/8/2020;EL Miami, FL;LAS MARGARITAS;ALBERTSON'S NEWELL & CO;SUPERVALU W. NEWELL & CO.;6280707 12 STEM ROSE BQT 50CM                     ;6548264;68300051;WET;3,3
17/8/2020;EL Miami, FL;LAS MARGARITAS;ALBERTSON'S NEWELL & CO;SUPERVALU W. NEWELL & CO.;6280521 DOZEN RED ROSE BUNCH                      ;6548263;68300051;WET;2,5
17/8/2020;EL Miami, FL;A. LAS PALMAS ALSTROEMERIA;AMERICAN FLORIST SUPPLY;BAY STATE  WHOLESALE EAST PATCHOGUE – NY;PRIMADONNA                                        ;6326474;6326474;DRY;0,5
17/8/2020;EL Miami, FL;A. LAS PALMAS ALSTROEMERIA;AMERICAN FLORIST SUPPLY;BAY STATE  WHOLESALE EAST PATCHOGUE – NY;ALSTRO WHITE                                      ;6326474;6326474;DRY;0,5
17/8/2020;EL Miami, FL;POSCOSECHA ROSAS COLOMBIANAS;TRADER JOE´S;TRADER JOE´S MIAMI;DOZEN COLOR ROSES                                 ;6377213;14082005;WET;6,0
17/8/2020;EL Miami, FL;POSCOSECHA ROSAS COLOMBIANAS;SUPERVALU;SUPERVALU HARRISBURG DC;628-0521 DOZEN RED ROSE BUNCH                     ;6545741;45244965;WET;5,3
17/8/2020;EL Miami, FL;POSCOSECHA ROSAS COLOMBIANAS;ELITE FLOWER SERVICES SFW;SAFEWAY NORCAL TRACY;ROSE CB 50-50 18 STEM GUAR/ BOX CODE 13705;6485266;362292;DRY;13,5
17/8/2020;EL Miami, FL;POSCOSECHA ROSAS COLOMBIANAS;ELITE FLOWER SERVICES SFW;SAFEWAY NORCAL TRACY;ROSE CB 50-50 12 STEM GUAR/ BOX CODE 14508;6485328;362292;DRY;39,0
17/8/2020;EL Miami, FL;POSCOSECHA ROSAS COLOMBIANAS;ELITE FLOWER SERVICES SFW;SAFEWAY NORCAL TRACY;ROSE YELLOW-ORANGE 12 STEM GUAR/BOX CODE 10008;6485329;362292;DRY;18,5
17/8/2020;EL Miami, FL;POSCOSECHA ROSAS COLOMBIANAS;ELITE FLOWER SERVICES SFW;SAFEWAY SALT LAKE;DEBI LILLY MINI CHIC ROSE BQT                     ;6534928;469845;DRY;11,3
17/8/2020;EL Miami, FL;POSCOSECHA ROSAS COLOMBIANAS;ASSOCIATED WHOLESALE GROCERS INC;ROUSES MARKETS;GC MF 40CM 50/50 RSE                              ;6548254;55053;DRY;3,0
17/8/2020;EL Miami, FL;POSCOSECHA ROSAS COLOMBIANAS;ASSOCIATED WHOLESALE GROCERS INC;ROUSES MARKETS;GC MF 40CM COLOR RS                               ;6548205;55053;DRY;1,0
17/8/2020;EL Miami, FL;POSCOSECHA ROSAS COLOMBIANAS;ASSOCIATED WHOLESALE GROCERS INC;ROUSES MARKETS;GC 55CM RED ROSE DZ X12                           ;6548195;55053;DRY;1,0
17/8/2020;EL Miami, FL;POSCOSECHA ROSAS COLOMBIANAS;ASSOCIATED WHOLESALE GROCERS INC;ROUSES MARKETS;GC 6ST RSE BN SLV DP                              ;6548201;55053;DRY;1,0
17/8/2020;EL Miami, FL;POSCOSECHA MERCEDES;REEVES FLORAL PRODUCTS INC.;REEVES FLORAL PRODUCTS INC.;MOON LIGHT                                        ;6553869;6553869;DRY;0,8
17/8/2020;EL Miami, FL;POSCOSECHA MERCEDES;REEVES FLORAL PRODUCTS INC.;REEVES FLORAL PRODUCTS INC.;MIZUKI                                            ;6553869;6553869;DRY;0,3
17/8/2020;EL Miami, FL;POSCOSECHA MERCEDES;REEVES FLORAL PRODUCTS INC.;REEVES FLORAL PRODUCTS INC.;HERMES ORANGE                                     ;6553869;6553869;DRY;0,3
17/8/2020;EL Miami, FL;POSCOSECHA MERCEDES;LEN BUSCH ROSES;LEN BUSCH - MASS MARKET;2-39-AST-10W                                      ;5788823;189677;DRY;2,0
17/8/2020;EL Miami, FL;POSCOSECHA MERCEDES;BILL DORAN COMPANY;BD. BILL DORAN HERRIN;STAR FIGHTER                                      ;6536812;6536812;DRY;0,3
17/8/2020;EL Miami, FL;POSCOSECHA MERCEDES;AMERICAN FLORIST SUPPLY;BAY STATE MASS MARKET EAST PATCHOGUE, NY;Deluxe Garden Bunch Carnations                    ;6088160;6088160;DRY;2,0
17/8/2020;EL Miami, FL;POSCOSECHA MERCEDES;AMERICAN FLORIST SUPPLY;BAY STATE MASS MARKET EAST PATCHOGUE, NY;Deluxe Garden Bunch LA Lily                       ;6088160;6088160;DRY;1,0
17/8/2020;EL Miami, FL;POSCOSECHA MERCEDES;AMERICAN FLORIST SUPPLY;BAY STATE MASS MARKET BURLINGTON – NJ;Deluxe Garden Bunch Carnations                    ;6088158;6088158;DRY;2,5
17/8/2020;EL Miami, FL;POSCOSECHA MERCEDES;AMERICAN FLORIST SUPPLY;BAY STATE MASS MARKET BURLINGTON – NJ;Deluxe Garden Bunch  LA Lily                      ;6088158;6088158;DRY;1,5
17/8/2020;EL Miami, FL;POSCOSECHA MERCEDES;AMERICAN FLORIST SUPPLY;BAY STATE MASS MARKET WILMINGTON, MA;Deluxe Garden Bunch Carnations                    ;6088161;6088161;DRY;1,0
17/8/2020;EL Miami, FL;POSCOSECHA MERCEDES;AMERICAN FLORIST SUPPLY;BAY STATE MASS MARKET WILMINGTON, MA;Deluxe Garden Bunch LA Lily                       ;6088161;6088161;DRY;0,5
17/8/2020;EL Miami, FL;POSCOSECHA MERCEDES;AMERICAN FLORIST SUPPLY;BAY STATE MASS MARKET CRANSTON RI;Deluxe Garden Bunch Carnations                    ;6088159;6088159;DRY;1,0
17/8/2020;EL Miami, FL;POSCOSECHA MERCEDES;AMERICAN FLORIST SUPPLY;BAY STATE MASS MARKET CRANSTON RI;Deluxe Garden Bunch LA Lily                       ;6088159;6088159;DRY;1,0
17/8/2020;EL Miami, FL;POSCOSECHA MERCEDES;AMERICAN FLORIST SUPPLY;BAY STATE  WHOLESALE EAST PATCHOGUE – NY;GOLDEN GLORY YELLOW                               ;6326474;6326474;DRY;0,5
17/8/2020;EL Miami, FL;POSCOSECHA MERCEDES;AMERICAN FLORIST SUPPLY;BAY STATE  WHOLESALE EAST PATCHOGUE – NY;ASTER WHITE                                       ;6326474;6326474;DRY;0,3
17/8/2020;EL Miami, FL;POSCOSECHA MERCEDES;AMERICAN FLORIST SUPPLY;BAY STATE  WHOLESALE EAST PATCHOGUE – NY;ASTER PURPLE                                      ;6326474;6326474;DRY;0,3
17/8/2020;EL Miami, FL;POSCOSECHA MERCEDES;BAISCH AND SKINNER, INC.;BAISCH & SKINNER-ST LOUIS-PFD 100 (ARIBAFLOR);PO.BAISCH.PFD#100 TROY FLOWERSHOP O#72373         ;6553421;6553421;DRY;0,3
17/8/2020;EL Miami, FL;POSCOSECHA MERCEDES;THE LAST STRAW FLORIST;THE LAST STRAW FLORIST;                                                  ;6365047;6365047;DRY;1,0
17/8/2020;EL Miami, FL;POSCOSECHA MERCEDES;THE LAST STRAW FLORIST;THE LAST STRAW FLORIST;.                                                 ;6365047;6365047;DRY;1,0
17/8/2020;EL Miami, FL;WAYUU GUASCA;TRADER JOE´S;TRADER JOE´S MIAMI;COUNTRY ROSE                                      ;6424656;6424656;WET;38,0
17/8/2020;EL Miami, FL;WAYUU GUASCA;AMERICAN FLORIST SUPPLY;BAY STATE  WHOLESALE WILMINGTON – MA;Lopez 50 cm                                       ;6371209;6371209;DRY;0,3
17/8/2020;EL Miami, FL;WAYUU GUASCA;AMERICAN FLORIST SUPPLY;BAY STATE  WHOLESALE WILMINGTON – MA;ESPECIALLY YOURS                                 ;6371209;6371209;DRY;0,5
17/8/2020;EL Miami, FL;WAYUU GUASCA;AMERICAN FLORIST SUPPLY;BAY STATE  WHOLESALE WILMINGTON – MA;WATERTTOWN FLORIST                                ;6371209;6371209;DRY;0,3
17/8/2020;EL Miami, FL;WAYUU GUASCA;AMERICAN FLORIST SUPPLY;BAY STATE  WHOLESALE WILMINGTON – MA;EDITHS                                            ;6371209;6371209;DRY;0,5
17/8/2020;EL Miami, FL;WAYUU GUASCA;AMERICAN FLORIST SUPPLY;BAY STATE  WHOLESALE WILMINGTON – MA;FLOWERS BY MARIANNE                               ;6371209;6371209;DRY;0,5
17/8/2020;EL Miami, FL;WAYUU GUASCA;AMERICAN FLORIST SUPPLY;BAY STATE  WHOLESALE WILMINGTON – MA;Finally Flowers                                   ;6371209;6371209;DRY;0,5
17/8/2020;EL Miami, FL;WAYUU GUASCA;AMERICAN FLORIST SUPPLY;BAY STATE  WHOLESALE BEDFORD, NH;Shirley                                           ;6371207;6371207;DRY;0,5
17/8/2020;EL Miami, FL;WAYUU GUASCA;AMERICAN FLORIST SUPPLY;BAY STATE  WHOLESALE BEDFORD, NH;Cheryls                                           ;6371207;6371207;DRY;0,3
17/8/2020;EL Miami, FL;WAYUU GUASCA;AMERICAN FLORIST SUPPLY;BAY STATE  WHOLESALE BEDFORD, NH;BOB COTE                                          ;6371207;6371207;DRY;0,3
17/8/2020;EL Miami, FL;WAYUU GUASCA;AMERICAN FLORIST SUPPLY;BAY STATE  WHOLESALE CRANSTON, RI;Ceramic City                                      ;6371208;6371208;DRY;0,3
17/8/2020;EL Miami, FL;WAYUU GUASCA;AMERICANA INC.;AFD-8 REEVES FLORAL PRODUCTS-GAINESVILLE, GA;TIFFANY                                           ;6256473;6256473;DRY;0,3
17/8/2020;EL Miami, FL;WAYUU GUASCA;FLORAL DESIGN WHOLESALE;FLORAL DESIGN WHOLESALE;HEARTS                                            ;6399135;6399135;DRY;0,5
17/8/2020;EL Miami, FL;WAYUU GUASCA;FLORAL DESIGN WHOLESALE;FLORAL DESIGN WHOLESALE;HEARTS                                            ;6088078;6088078;DRY;0,3
17/8/2020;EL Miami, FL;WAYUU GUASCA;FLORAL DESIGN WHOLESALE;FLORAL DESIGN WHOLESALE;HEARTS                                            ;6399136;6399136;DRY;2,0
17/8/2020;EL Miami, FL;WAYUU GUASCA;CAROLINA FLORIST SUPPLY, LLC;CAROLINA FLORIST SUPPLY, LLC;QUICKSAND                                         ;5752274;5752274;DRY;0,3
17/8/2020;EL Miami, FL;WAYUU GUASCA;ASHLAND ADDISON;ASHLAND ADDISON;FREE SPIRIT                                       ;6553677;6553677;DRY;0,3
17/8/2020;EL Miami, FL;WAYUU GUASCA;ASHLAND ADDISON;ASHLAND ADDISON;COUNTRY BLUES                                     ;6553677;6553677;DRY;0,3
17/8/2020;EL Miami, FL;WAYUU SUESCA;AMERICAN FLORIST SUPPLY;BAY STATE  WHOLESALE WILMINGTON – MA;Rose Of Sharon                                    ;6371209;6371209;DRY;1,5
17/8/2020;EL Miami, FL;WAYUU SUESCA;AMERICAN FLORIST SUPPLY;BAY STATE  WHOLESALE WILMINGTON – MA;Hillside                                          ;6371209;6371209;DRY;0,5
17/8/2020;EL Miami, FL;WAYUU SUESCA;AMERICAN FLORIST SUPPLY;BAY STATE  WHOLESALE WILMINGTON – MA;Willows                                           ;6371209;6371209;DRY;0,5
17/8/2020;EL Miami, FL;WAYUU SUESCA;AMERICAN FLORIST SUPPLY;BAY STATE  WHOLESALE WILMINGTON – MA;WATERTTOWN FLORIST                                ;6371209;6371209;DRY;0,3
17/8/2020;EL Miami, FL;WAYUU SUESCA;AMERICAN FLORIST SUPPLY;BAY STATE  WHOLESALE WILMINGTON – MA;EDITHS                                            ;6371209;6371209;DRY;0,5
17/8/2020;EL Miami, FL;WAYUU SUESCA;AMERICAN FLORIST SUPPLY;BAY STATE  WHOLESALE WILMINGTON – MA;Finally Flowers                                   ;6462071;6462071;DRY;0,3
17/8/2020;EL Miami, FL;WAYUU SUESCA;AMERICAN FLORIST SUPPLY;BAY STATE  WHOLESALE WILMINGTON – MA;Busy Bee                                          ;6462071;6462071;DRY;0,3
17/8/2020;EL Miami, FL;WAYUU SUESCA;AMERICAN FLORIST SUPPLY;BAY STATE  WHOLESALE WILMINGTON – MA;Wards                                             ;6371209;6371209;DRY;0,5
17/8/2020;EL Miami, FL;WAYUU SUESCA;AMERICAN FLORIST SUPPLY;BAY STATE  WHOLESALE BEDFORD, NH;Willows                                           ;6371207;6371207;DRY;0,3
17/8/2020;EL Miami, FL;WAYUU SUESCA;AMERICAN FLORIST SUPPLY;BAY STATE  WHOLESALE CRANSTON, RI;ASST COLOR                                        ;6088203;6088203;DRY;1,5
17/8/2020;EL Miami, FL;WAYUU SUESCA;AMERICAN FLORIST SUPPLY;BAY STATE  WHOLESALE CRANSTON, RI;Ceramic City                                      ;6371208;6371208;DRY;0,3
17/8/2020;EL Miami, FL;WAYUU SUESCA;AMERICAN FLORIST SUPPLY;BAY STATE  WHOLESALE CRANSTON, RI;Imondi                                            ;6371208;6371208;DRY;0,3
17/8/2020;EL Miami, FL;WAYUU SUESCA;BONANZA PRODUCE;BONANZA PRODUCE;.                                                 ;6486851;6486851;DRY;0,3
17/8/2020;EL Miami, FL;POSTCOSECHA SAN VALENTINO;TRADER JOE´S;TRADER JOE´S MIAMI;DOZEN COLOR ROSES                                 ;6494126;6494126;WET;12,0
17/8/2020;EL Miami, FL;POSTCOSECHA SAN VALENTINO;ELITE FLOWER SERVICES SFW;SAFEWAY WBREA 5838;ROSE CB 50-50 12 STEM GUAR/ BOX CODE 45337        ;6503533;341586;DRY;51,0
17/8/2020;EL Miami, FL;POSTCOSECHA SAN VALENTINO;ELITE FLOWER SERVICES SFW;SAFEWAY NORCAL TRACY;ROSE YELLOW-ORANGE 12 STEM GUAR/BOX CODE 10008;6485329;362292;DRY;25,0
17/8/2020;EL Miami, FL;POSTCOSECHA SAN VALENTINO;EFS 99 CENT STORE;99 CENT DISTRIBUTOR CENTER TEXAS;ROSES ONLY BOUQUET                                ;6537424;10753312;WET;27,0
17/8/2020;EL Miami, FL;SAN PEDRO;REEVES FLORAL PRODUCTS INC.;REEVES FLORAL PRODUCTS INC.;FREEDOM                                           ;6553869;6553869;DRY;1,5
17/8/2020;EL Miami, FL;SAN PEDRO;REEVES FLORAL PRODUCTS INC.;REEVES FLORAL PRODUCTS INC. - GAINSVILLE;FREEDOM                                           ;6553894;6553894;DRY;1,3
17/8/2020;EL Miami, FL;SAN PEDRO;LEN BUSCH ROSES;LEN BUSCH ROSES;1-10-MO                                           ;5788897;188271;DRY;0,3
17/8/2020;EL Miami, FL;SAN PEDRO;LEN BUSCH ROSES;LEN BUSCH ROSES;1-10-BRI-                                         ;5788897;188271;DRY;0,5
17/8/2020;EL Miami, FL;SAN PEDRO;CAROLINA FLORIST SUPPLY, LLC;CAROLINA FLORIST SUPPLY, LLC;BRIGHTON                                          ;6371212;6371212;DRY;0,5
17/8/2020;EL Miami, FL;SAN PEDRO;ASHLAND ADDISON;ASHLAND ADDISON;FASAN                                             ;6088128;6088128;DRY;0,5
17/8/2020;EL Miami, FL;SAN PEDRO;ASHLAND ADDISON;ASHLAND ADDISON;J26D                                              ;6088128;6088128;DRY;0,5
17/8/2020;EL Miami, FL;SAN PEDRO;ASHLAND ADDISON;ASHLAND ADDISON;J13C                                              ;6088077;6088077;DRY;0,3
17/8/2020;EL Vernon, CA;POSTCOSECHA GERBERAS;365 BY WHOLE FOODS;365 BY WHOLE FOODS UPLAND;10 STEM GERBERA                                   ;6396061;82220209;WET;0,3
17/8/2020;EL Vernon, CA;POSTCOSECHA GERBERAS;365 BY WHOLE FOODS;365 BY WHOLE FOODS SILVER LAKE;10 STEM GERBERA                                   ;6393118;82220207;WET;0,7
17/8/2020;EL Vernon, CA;POSTCOSECHA GERBERAS;365 BY WHOLE FOODS;365 BY WHOLE FOODS SANTA MONICA;10 STEM GERBERA                                   ;6395738;82220206;WET;0,3
17/8/2020;EL Vernon, CA;BQT - SANTAMARIA;TRADER JOE´S;TRADER JOE´S CALIFORNIA;MONOCHROMATIC PETITE BQT $ 3.99                   ;6407506;17082001;WET;20,0
17/8/2020;EL Vernon, CA;BQT - SANTAMARIA;WHOLE FOODS MARKET;(RDC) RICHMOND DISTRIBUTION CENTER-RICHMOND. WHOLE FOODS MAR;WT BLOSSOM                                        ;6496048;3729859;DRY;24,0
17/8/2020;EL Vernon, CA;BQT - SANTAMARIA;WHOLE FOODS MARKET;(RDC) RICHMOND DISTRIBUTION CENTER-RICHMOND. WHOLE FOODS MAR;WT SEASONAL SPLENDOR BQT                          ;6496049;3729859;DRY;2,0
17/8/2020;EL Vernon, CA;BQT - SANTAMARIA;WHOLE FOODS MARKET;(RDC) RICHMOND DISTRIBUTION CENTER-RICHMOND. WHOLE FOODS MAR;WT MED MASON JAR ARRANGEMENT                      ;6496055;3729867;WET;6,0
17/8/2020;EL Vernon, CA;BQT - SANTAMARIA;WHOLE FOODS MARKET;(RDC) RICHMOND DISTRIBUTION CENTER-RICHMOND. WHOLE FOODS MAR;WT EVERYDAY BOUQUET                               ;6496053;3729859;DRY;54,0
17/8/2020;EL Vernon, CA;BQT - SANTAMARIA;RALEY'S SUPERMARKETS;RALEY'S OFFICE ACCOUNT INVENTORY;GERBERA ROSE BOUQUET                              ;6409925;23082020;WET;2,5
17/8/2020;EL Vernon, CA;BQT - SANTAMARIA;RALEY'S SUPERMARKETS;RALEY'S OFFICE ACCOUNT INVENTORY;ROSIE POSIE VASE                                  ;6409926;23082020;WET;0,5
17/8/2020;EL Vernon, CA;BQT - SANTAMARIA;RALEY'S SUPERMARKETS;RALEY'S OFFICE ACCOUNT INVENTORY;PETITE BOUQUETS                                   ;6409941;23082020;WET;1,0
17/8/2020;EL Vernon, CA;BQT - SANTAMARIA;RALEY'S SUPERMARKETS;RALEY'S OFFICE ACCOUNT INVENTORY;WEEKENDER BOUQUET #3                              ;6410238;23082020;WET;10,0
17/8/2020;EL Vernon, CA;POSCOSECHA FANTASY OTROS;RALEY'S SUPERMARKETS;RALEY'S OFFICE ACCOUNT INVENTORY;8-STEM CARNATIONS                                 ;6409937;23082020;WET;7,0
17/8/2020;EL Vernon, CA;GUACARI;TRADER JOE´S;TRADER JOE´S CALIFORNIA;DOZEN COLOR ROSES                                 ;6376666;14082001;WET;25,0
17/8/2020;EL Vernon, CA;GUACARI;EFS OK PRODUCE;OK PRODUCE;DOZEN ROSE CB 45 CM                               ;6493625;611970;WET;59,0
17/8/2020;EL Vernon, CA;POSTCOSECHA FLOREX;ELITE FLOWER SERVICES SFW;SAFEWAY INC INVENTORY;POMS 9 STEM / BOX CODE 45339                      ;6545280;200818;DRY;12,5
17/8/2020;EL Vernon, CA;EL MORADO;TRADER JOE´S;TRADER JOE´S CALIFORNIA;DOZEN WHITE ROSES                                 ;6372156;17082001;WET;15,0
17/8/2020;EL Vernon, CA;EL MORADO;TRADER JOE´S;TRADER JOE´S CALIFORNIA;DOZEN RAINBOW ROSES                               ;6372150;14082001;WET;25,0
17/8/2020;EL Vernon, CA;EL MORADO;TRADER JOE´S;TRADER JOE´S CALIFORNIA;SPRAY ROSES                                       ;6406878;17082001;WET;38,0
17/8/2020;EL Vernon, CA;EL MORADO;WHOLE FOODS MARKET;(RDC) RICHMOND DISTRIBUTION CENTER-RICHMOND. WHOLE FOODS MAR;WT SPRAY ROSE/GERB/ALSTRO ASST                    ;6496046;3729859;DRY;3,5
17/8/2020;EL Vernon, CA;EL MORADO;365 BY WHOLE FOODS;365 BY WHOLE FOODS UPLAND;COLOR YOUR SUMMER BQT                             ;6396112;82220209;WET;1,0
17/8/2020;EL Vernon, CA;EL MORADO;365 BY WHOLE FOODS;365 BY WHOLE FOODS SILVER LAKE;COLOR YOUR SUMMER BQT                             ;6393123;82220207;WET;1,0
17/8/2020;EL Vernon, CA;EL MORADO;365 BY WHOLE FOODS;365 BY WHOLE FOODS SANTA MONICA;COLOR YOUR SUMMER BQT                             ;6395743;82220206;WET;1,0
17/8/2020;EL Vernon, CA;JARDINES DE COLOMBIA;365 BY WHOLE FOODS;365 BY WHOLE FOODS LONG BEACH;STOCK 5 STEMS                                     ;6397122;82420208;WET;0,2
17/8/2020;EL Vernon, CA;VISTA   -   ELITE;TRADER JOE´S;TRADER JOE´S CALIFORNIA;DOZEN COLOR ROSES                                 ;6376667;17082001;WET;25,0
17/8/2020;EL Vernon, CA;VISTA   -   ELITE;EFS OK PRODUCE;OK PRODUCE;DOZEN ROSE CB 45 CM                               ;6493625;611970;WET;50,0
17/8/2020;EL Vernon, CA;EL MORADO ALSTROEMERIA;TRADER JOE´S;TRADER JOE´S CALIFORNIA;20 STEM ALSTROEMERIA BUNCH                        ;6394727;17082001;WET;225,0
17/8/2020;EL Vernon, CA;EL MORADO ALSTROEMERIA;RALEY'S SUPERMARKETS;RALEY'S OFFICE ACCOUNT INVENTORY;6 STEM SELECT ALSTRO                              ;6409940;23082020;WET;7,0
17/8/2020;EL Vernon, CA;EL MORADO ALSTROEMERIA;RALEY'S SUPERMARKETS;RALEY'S OFFICE ACCOUNT INVENTORY;12 STEM SELECT ALSTRO                             ;6409938;23082020;WET;4,0
17/8/2020;EL Vernon, CA;POSTCOSECHA FANTASY;TRADER JOE´S;TRADER JOE´S CALIFORNIA;DOZEN WHITE ROSES                                 ;6372156;17082001;WET;15,0
17/8/2020;EL Vernon, CA;POSTCOSECHA FANTASY;TRADER JOE´S;TRADER JOE´S CALIFORNIA;DOZEN RAINBOW ROSES                               ;6372157;17082001;WET;37,0
17/8/2020;EL Vernon, CA;POSTCOSECHA FANTASY;EFS OK PRODUCE;OK PRODUCE;DOZEN ROSE CB 45 CM                               ;6493625;611970;WET;50,0
17/8/2020;EL Vernon, CA;A. LAS PALMAS;EFS OK PRODUCE;OK PRODUCE;DOZEN ROSE CB 45 CM                               ;6493625;611970;WET;25,0
17/8/2020;EL Vernon, CA;LAS MARGARITAS;TRADER JOE´S;TRADER JOE´S CALIFORNIA;DOZEN WHITE ROSES                                 ;6372156;17082001;WET;15,0
17/8/2020;EL Vernon, CA;LAS MARGARITAS;TRADER JOE´S;TRADER JOE´S CALIFORNIA;DOZEN COLOR ROSES                                 ;6376666;14082001;WET;25,0
17/8/2020;EL Vernon, CA;LAS MARGARITAS;EFS OK PRODUCE;OK PRODUCE;DOZEN ROSE CB 45 CM                               ;6493625;611970;WET;50,0
17/8/2020;EL Vernon, CA;POSCOSECHA ROSAS COLOMBIANAS;TRADER JOE´S;TRADER JOE´S CALIFORNIA;DOZEN WHITE ROSES                                 ;6372156;17082001;WET;5,0
17/8/2020;EL Vernon, CA;POSCOSECHA ROSAS COLOMBIANAS;TRADER JOE´S;TRADER JOE´S CALIFORNIA;DOZEN COLOR ROSES                                 ;6376667;17082001;WET;25,0
17/8/2020;EL Vernon, CA;WAYUU GUASCA;RALEY'S SUPERMARKETS;RALEY'S OFFICE ACCOUNT INVENTORY;COUNTRY ROSE BUNCH                                ;6409942;23082020;DRY;3,0
17/8/2020;EL Vernon, CA;POSTCOSECHA SAN VALENTINO;TRADER JOE´S;TRADER JOE´S CALIFORNIA;DOZEN COLOR ROSES                                 ;6376667;17082001;WET;25,0
17/8/2020;EL Burlington, NJ;POSTCOSECHA GERBERAS;TRADER JOE´S;TRADER JOE´S NEW JERSEY;GERBERA 8 STEM                                    ;6372236;15082003;WET;50,0
17/8/2020;EL Burlington, NJ;POSTCOSECHA GERBERAS;ELITE SERVICES - PROFLOWERS;PROFLOWERS ELT BURLINGTON;G115 GERBERA RAINBOW 15ST 40CM-HB*8- BQT          ;6536388;2035082204;DRY;0,1
17/8/2020;EL Burlington, NJ;POSTCOSECHA GERBERAS;ELITE SERVICES - PROFLOWERS;PROFLOWERS ELT BURLINGTON;G115 GERBERA RAINBOW 15ST 40CM-HB*8- BQT          ;6536389;2035082204;DRY;2,5
17/8/2020;EL Burlington, NJ;POSTCOSECHA GERBERAS;ELITE SERVICES - PROFLOWERS;PROFLOWERS ELT BURLINGTON;G115 GERBERA RAINBOW 15ST 40CM-HB*8- BQT          ;6536390;2035082204;DRY;0,3
17/8/2020;EL Burlington, NJ;POSTCOSECHA GERBERAS;ELITE FLOWER SERVICES FTD;FTD ELT BURLINGTON, NJ;FG27 GERBER DAISY - BETTER ;6536182;2035082204;DRY;0,1
17/8/2020;EL Burlington, NJ;POSTCOSECHA GERBERAS;ELITE FLOWER SERVICES FTD;FTD ELT BURLINGTON, NJ;FG27 GERBER DAISY - BETTER ;6536183;2035082204;DRY;2,8
17/8/2020;EL Burlington, NJ;POSTCOSECHA GERBERAS;ELITE FLOWER SERVICES FTD;FTD ELT BURLINGTON, NJ;FG27 GERBER DAISY - BETTER ;6536184;2035082204;DRY;0,3
17/8/2020;EL Burlington, NJ;POSTCOSECHA GERBERAS;ELITE FLOWER SERVICES FTD;FTD ELT BURLINGTON, NJ;FG27NV GERBER DAISY - NO VASE ;6536185;2035082204;DRY;0,8
17/8/2020;EL Burlington, NJ;BQT - SANTAMARIA;WHOLE FOODS MARKET;MDW  (20017) MID ATLANTIC -LANDOVER.  WHOLE FOODS;FILLER, WT FILLER, ASST                           ;6419188;3715630;DRY;4,0
17/8/2020;EL Burlington, NJ;BQT - SANTAMARIA;WHOLE FOODS MARKET;MDW  (20017) MID ATLANTIC -LANDOVER.  WHOLE FOODS;WT COLOR SPLASH                                   ;6419189;3715630;DRY;15,0
17/8/2020;EL Burlington, NJ;BQT - SANTAMARIA;GIANT EAGLE CRAFTON PERISHABLE FACILITY;GIANT EAGLE CRAFTON PERISHABLE FACILITY;5398 GREEN BOX                                    ;6403392;847624;WET;9,3
17/8/2020;EL Burlington, NJ;BQT - SANTAMARIA;GIANT EAGLE CRAFTON PERISHABLE FACILITY;GIANT EAGLE CRAFTON PERISHABLE FACILITY;5422 POSH BOUQUET                                 ;6403390;847624;WET;28,0
17/8/2020;EL Burlington, NJ;BQT - SANTAMARIA;GIANT EAGLE CRAFTON PERISHABLE FACILITY;GIANT EAGLE CRAFTON PERISHABLE FACILITY;5434 BRIGHT TROPICAL BQT                          ;6403395;847624;WET;20,0
17/8/2020;EL Burlington, NJ;BQT - SANTAMARIA;GIANT EAGLE CRAFTON PERISHABLE FACILITY;GIANT EAGLE CRAFTON PERISHABLE FACILITY;5395 THE RADIANCE BOUQUET                         ;6403397;847624;WET;32,0
17/8/2020;EL Burlington, NJ;BQT - SANTAMARIA;GIANT EAGLE CLEVELAND PERISHABLE FACILITY;GIANT EAGLE CLEVELAND PERISHABLE FACILITY;5398 GREEN BOX                                    ;6405075;847625;WET;2,0
17/8/2020;EL Burlington, NJ;BQT - SANTAMARIA;GIANT EAGLE CLEVELAND PERISHABLE FACILITY;GIANT EAGLE CLEVELAND PERISHABLE FACILITY;5422 POSH BOUQUET                                 ;6405072;847625;WET;34,0
17/8/2020;EL Burlington, NJ;BQT - SANTAMARIA;GIANT EAGLE CLEVELAND PERISHABLE FACILITY;GIANT EAGLE CLEVELAND PERISHABLE FACILITY;5804 INSPIRATION BQT NB                           ;6405073;847625;WET;1,0
17/8/2020;EL Burlington, NJ;BQT - SANTAMARIA;GIANT EAGLE CLEVELAND PERISHABLE FACILITY;GIANT EAGLE CLEVELAND PERISHABLE FACILITY;5434 BRIGHT TROPICAL BQT                          ;6405076;847625;WET;15,0
17/8/2020;EL Burlington, NJ;BQT - SANTAMARIA;GIANT EAGLE CLEVELAND PERISHABLE FACILITY;GIANT EAGLE CLEVELAND PERISHABLE FACILITY;5395 THE RADIANCE BOUQUET                         ;6405078;847625;WET;28,0
