PRIORIDADES;NomBodega;Postcosecha;NomShip;NomShop;Marca;NumPed;Po;TipoDes;Total
17/8/2020;EL Miami, FL;EL MORADO;KENNICOTT BROTHERS COMPANY;KENNICOTT BROTHERS COMPANY (CHICAGO);Spray Rose Ilse Peach                             ;6087966;610702;DRY;0,3
17/8/2020;EL Miami, FL;EL MORADO;KENNICOTT BROTHERS COMPANY;KENNICOTT BROTHERS COMPANY (CHICAGO);Spray Rose Majolika Light Pink                    ;6087966;610702;DRY;0,3
17/8/2020;EL Miami, FL;EL MORADO;KENNICOTT BROTHERS COMPANY;KENNICOTT BROTHERS COMPANY (CHICAGO);Spray Rose Red Mikado                             ;6087966;610702;DRY;0,5
17/8/2020;EL Miami, FL;EL MORADO;KENNICOTT BROTHERS COMPANY;KENNICOTT BROTHERS COMPANY (CHICAGO);Spray Rose Star Blush Light Pink                  ;6087966;610702;DRY;0,3
17/8/2020;EL Miami, FL;EL MORADO;KENNICOTT BROTHERS COMPANY;KENNICOTT BROTHERS COMPANY (CHICAGO);Spray Rose White Mikado                           ;6087966;610702;DRY;0,3
17/8/2020;EL Miami, FL;EL MORADO;KENNICOTT BROTHERS COMPANY;KENNICOTT BROTHERS COMPANY (CHICAGO);Spray Rose Babe Orange 50cm                       ;6087966;610702;DRY;0,3
17/8/2020;EL Miami, FL;EL MORADO;KENNICOTT BROTHERS COMPANY;KENNICOTT BROTHERS COMPANY (CHICAGO);SPRAY ROSE YELLOW BABE 50CM                       ;6087966;610702;DRY;0,3
17/8/2020;EL Miami, FL;EL MORADO;KENNICOTT BROTHERS COMPANY;KENNICOTT BROTHERS COMPANY (CHICAGO);Spray Rose Gem Star Hot Pink 50cm                 ;6087966;610702;DRY;0,3
17/8/2020;EL Miami, FL;EL MORADO;KENNICOTT BROTHERS COMPANY;KENNICOTT BROTHERS COMPANY (CHICAGO);Spray Rose Rubicon 50cm                           ;6087966;610702;DRY;0,3
17/8/2020;EL Miami, FL;EL MORADO;AMERICANA INC.;AFD-11 TENNESSEE FLORIST SUPPLY-BRISTOL, TN;RUBICON                                           ;6256463;6256463;DRY;0,3
17/8/2020;EL Miami, FL;EL MORADO;AMERICANA INC.;AFD-11 TENNESSEE FLORIST SUPPLY-BRISTOL, TN;ORANGE SENSATION                                  ;6256463;6256463;DRY;0,3
17/8/2020;EL Miami, FL;EL MORADO;AMERICANA INC.;AFD-11 TENNESSEE FLORIST SUPPLY-BRISTOL, TN;SOMERSET!                                         ;6256463;6256463;DRY;0,3
17/8/2020;EL Miami, FL;EL MORADO;AMERICANA INC.;AFD-10 ROJAHN & MALANEY CO-MILWAUKEE, WI;WHITE MAJOLIKA                                    ;6256467;6256467;DRY;0,5
17/8/2020;EL Miami, FL;EL MORADO;AMERICANA INC.;AFD-8 REEVES FLORAL PRODUCTS-GAINESVILLE, GA;VIVIANE                                           ;6256473;6256473;DRY;0,3
17/8/2020;EL Miami, FL;EL MORADO;CAROLINA FLORIST SUPPLY, LLC;CAROLINA FLORIST SUPPLY, LLC;WHITE MAJOLIKA                                    ;5752274;5752274;DRY;0,5
17/8/2020;EL Miami, FL;EL MORADO;CAROLINA FLORIST SUPPLY, LLC;CAROLINA FLORIST SUPPLY, LLC;SPECIAL PACK                                      ;5752274;5752274;DRY;0,3
17/8/2020;EL Miami, FL;EL MORADO;BAISCH AND SKINNER, INC.;BAISCH & SKINNER-ST LOUIS-PFD 100 (ARIBAFLOR);PO.BAISCH.PFD#100 TROY FLOWERSHOP O#72373         ;6553421;6553421;DRY;0,3
17/8/2020;EL Miami, FL;JARDINES DE COLOMBIA;MEX Y CAN TRADING USA LLP;MEX Y CAN TRADING USA LLP;5 Stem Double Spray Stock                         ;6488146;386855;DRY;1,0
17/8/2020;EL Miami, FL;JARDINES DE COLOMBIA;MEX Y CAN TRADING USA LLP;MEX Y CAN TRADING USA LLP;5 Stem Double Spray Stock                         ;6488962;303259;DRY;4,5
17/8/2020;EL Miami, FL;JARDINES DE COLOMBIA;TRADER JOE´S;TRADER JOE´S MIAMI;STOCK BUNCH 8 STEM                                ;6372451;14082005;WET;12,0
17/8/2020;EL Miami, FL;JARDINES DE COLOMBIA;WHOLE FOODS MARKET;SWD (20001) SOUTHWEST-AUSTIN - WHOLE FOODS;WT STOCK 7 ST ASSORTED                            ;6496439;3728203;DRY;7,0
17/8/2020;EL Miami, FL;JARDINES DE COLOMBIA;WHOLE FOODS MARKET;(DDC) (20022) ROCKY MOUNTAIN -AURORA- WHOLE FOODS MARKET;WT STOCK 7 ST ASSORTED                            ;6496358;3728214;DRY;12,0
17/8/2020;EL Miami, FL;JARDINES DE COLOMBIA;ELITE FLOWER SERVICES SFW;SAFEWAY WBREA 5838;COLOR BOX GREEN -WHITE / BOX CODE 54628           ;6503764;341583;DRY;14,0
17/8/2020;EL Miami, FL;JARDINES DE COLOMBIA;ELITE FLOWER SERVICES SFW;SAFEWAY WBREA 5838;COLOR BOX PURPLE - LAVENDER / BOX CODE 54627      ;6503762;341583;DRY;12,5
17/8/2020;EL Miami, FL;JARDINES DE COLOMBIA;ELITE FLOWER SERVICES SFW;SAFEWAY WBREA 5838;COLOR BOX YELLOW - ORANGE / BOX CODE 54631        ;6503766;341583;DRY;9,0
17/8/2020;EL Miami, FL;JARDINES DE COLOMBIA;ELITE FLOWER SERVICES SFW;SAFEWAY WBREA 5838;COLOR BOX PINK  / BOX CODE 54633                  ;6503763;341583;DRY;5,5
17/8/2020;EL Miami, FL;JARDINES DE COLOMBIA;ELITE FLOWER SERVICES SFW;SAFEWAY DENVER;PINK CB BOX / BOX CODE 97207                      ;6463181;595450;DRY;9,7
17/8/2020;EL Miami, FL;JARDINES DE COLOMBIA;ELITE FLOWER SERVICES SFW;SAFEWAY DENVER;PURPLE- LAVANDER SIGNATURE CUTS / BOX CODE 97007  ;6463179;595450;DRY;13,3
17/8/2020;EL Miami, FL;JARDINES DE COLOMBIA;ELITE FLOWER SERVICES SFW;SAFEWAY DENVER;RED SIGNATURE CUTS / BOX CODE 96907               ;6463178;595450;DRY;9,3
17/8/2020;EL Miami, FL;JARDINES DE COLOMBIA;ELITE FLOWER SERVICES SFW;SAFEWAY DENVER;YELLOW SIGNATURE CUTS / BOX CODE 06309            ;6463291;595450;DRY;18,3
17/8/2020;EL Miami, FL;JARDINES DE COLOMBIA;ELITE FLOWER SERVICES SFW;SAFEWAY DENVER;WHITE SIGNATURE CUTS  / BOX CODE 24809            ;6463199;595450;DRY;14,3
17/8/2020;EL Miami, FL;JARDINES DE COLOMBIA;ELITE FLOWER SERVICES SFW;SAFEWAY DENVER;GREEN SIGNATURE CUTS  / BOX CODE 97307            ;6463182;595450;DRY;0,3
17/8/2020;EL Miami, FL;JARDINES DE COLOMBIA;TOPCO ASSOCIATES LLC;K-VA-T;8-75802-00115  SPRAY ROSE-CALLA LILY-STATICE-SUNFL;6242907;76035;DRY;1,0
17/8/2020;EL Miami, FL;JARDINES DE COLOMBIA;TOPCO ASSOCIATES LLC;K-VA-T;8-75802-00116 POMS-MUMS-DAISIES                   ;6242908;76035;DRY;0,3
17/8/2020;EL Miami, FL;JARDINES DE COLOMBIA;AMERICAN FLORIST SUPPLY;BAY STATE  WHOLESALE WILMINGTON – MA;SPECIAL PACK                                      ;6464591;80420;DRY;5,0
17/8/2020;EL Miami, FL;JARDINES DE COLOMBIA;AMERICAN FLORIST SUPPLY;BAY STATE  WHOLESALE BEDFORD, NH;MATSUMOTO RED                                     ;6309259;6309259;DRY;0,3
17/8/2020;EL Miami, FL;JARDINES DE COLOMBIA;AMERICAN FLORIST SUPPLY;BAY STATE  WHOLESALE BEDFORD, NH;MATSUMOTO  PINK                                   ;6309259;6309259;DRY;0,3
17/8/2020;EL Miami, FL;JARDINES DE COLOMBIA;AMERICAN FLORIST SUPPLY;BAY STATE  WHOLESALE BEDFORD, NH;MATSUMOTO  ASST COLOR                             ;6309259;6309259;DRY;0,3
17/8/2020;EL Miami, FL;JARDINES DE COLOMBIA;AMERICAN FLORIST SUPPLY;BAY STATE  WHOLESALE CRANSTON, RI;ASST COLOR                                        ;6467396;6467396;DRY;0,5
17/8/2020;EL Miami, FL;JARDINES DE COLOMBIA;AMERICAN FLORIST SUPPLY WORLDFLOWER;BAY STATE WORLDFLOWER MIAMI;MATSUMOTO MIX COLORS                              ;6545590;6545590;DRY;0,8
17/8/2020;EL Miami, FL;JARDINES DE COLOMBIA;FALL RIVER FLORIST SUPPLY CO., INC.;FALL RIVER FLORIST SUPPLY CO., INC.;ELICBSD                                           ;5936064;12;DRY;6,5
17/8/2020;EL Miami, FL;JARDINES DE COLOMBIA;FALL RIVER FLORIST SUPPLY CO., INC.;FALL RIVER FLORIST SUPPLY CO., INC.;stock spray white                                 ;6492335;6492335;DRY;1,5
17/8/2020;EL Miami, FL;JARDINES DE COLOMBIA;FALL RIVER FLORIST SUPPLY CO., INC.;FALL RIVER FLORIST SUPPLY CO., INC.;stock spray lavender                              ;6492335;6492335;DRY;0,5
17/8/2020;EL Miami, FL;JARDINES DE COLOMBIA;FALL RIVER FLORIST SUPPLY CO., INC.;FALL RIVER FLORIST SUPPLY CO., INC.;stock spray purple                                ;6492335;6492335;DRY;0,5
17/8/2020;EL Miami, FL;JARDINES DE COLOMBIA;CAROLINA FLORIST SUPPLY, LLC;CAROLINA FLORIST SUPPLY, LLC;SPECIAL PACK                                      ;6454404;6454404;DRY;0,3
17/8/2020;EL Miami, FL;JARDINES DE COLOMBIA;WFS MOUNTAIN;WFS  MOUNTAIN (ARIBAFLOR);WFS MOUNTAIN                                      ;6544158;6544158;DRY;0,3
17/8/2020;EL Miami, FL;JARDINES DE COLOMBIA;MT. EDEN FLORAL COMPANY SAN JOSE;MT. EDEN FLORAL COMPANY SAN JOSE;SPECIAL PACK                                      ;6083826;6083826;DRY;0,5
17/8/2020;EL Miami, FL;JARDINES DE COLOMBIA;MT. EDEN FLORAL COMPANY SAN JOSE;MT. EDEN FLORAL COMPANY SAN JOSE;SPECIAL PACK                                      ;6087763;6087763;DRY;0,5
17/8/2020;EL Miami, FL;JARDINES DE COLOMBIA;THE LAST STRAW FLORIST;THE LAST STRAW FLORIST;                                                  ;6365047;6365047;DRY;0,3
17/8/2020;EL Miami, FL;JARDINES DE COLOMBIA;FLEXDIRECT , LLC CO.;FLEXDIRECT LLC C/O BLUE STREAK COURIERS TALLAHASSEE;T-313                                             ;6087862;6087862;DRY;0,3
17/8/2020;EL Miami, FL;VISTA   -   ELITE;MEX Y CAN TRADING USA LLP;MEX Y CAN TRADING USA LLP;ROSE WHITE/RED 12 STEM GUAR;6488858;303259;DRY;8,5
17/8/2020;EL Miami, FL;VISTA   -   ELITE;MEX Y CAN TRADING USA LLP;MEX Y CAN TRADING USA LLP;ROSE WHITE/RED 12 STEM GUAR;6488970;386855;DRY;2,0
17/8/2020;EL Miami, FL;VISTA   -   ELITE;TRADER JOE´S;TRADER JOE´S MIAMI;DOZEN WHITE ROSES                                 ;6372463;17082005;WET;12,0
17/8/2020;EL Miami, FL;VISTA   -   ELITE;ELITE FLOWER SERVICES SFW;SAFEWAY WBREA 5838;ROSE WHITE  12 STEM GUAR/BOX CODE 46441           ;6503527;341586;DRY;13,5
17/8/2020;EL Miami, FL;VISTA   -   ELITE;ELITE FLOWER SERVICES SFW;SAFEWAY WBREA 5838;ROSE RAINBOW 12 STEM GUAR / BOX CODE 45567        ;6503525;341586;DRY;12,5
17/8/2020;EL Miami, FL;VISTA   -   ELITE;ELITE FLOWER SERVICES SFW;SAFEWAY NORCAL TRACY;ROSE RAINBOW 12 STEM GUAR / BOX CODE 14106        ;6485275;362292;DRY;16,5
17/8/2020;EL Miami, FL;VISTA   -   ELITE;ELITE FLOWER SERVICES SFW;SAFEWAY NORCAL TRACY;ROSE PINK  12 STEM GUAR/BOX CODE 14008;6485326;362292;DRY;37,0
17/8/2020;EL Miami, FL;VISTA   -   ELITE;ECOPLANTS LLC.;ECO K-VAT;DZ ROSE SUPREME 45CM                              ;6553896;39443;DRY;0,3
17/8/2020;EL Miami, FL;VISTA   -   ELITE;AMERICAN FLORIST SUPPLY;BAY STATE MASS MARKET WILMINGTON, MA;These are Rainforest RW+DUU                       ;6385019;6385019;DRY;4,0
17/8/2020;EL Miami, FL;VISTA   -   ELITE;AMERICAN FLORIST SUPPLY;BAY STATE MASS MARKET WILMINGTON, MA;These are Rainforest -FREEDO                      ;6385019;6385019;DRY;3,0
17/8/2020;EL Miami, FL;VISTA   -   ELITE;AMERICAN FLORIST SUPPLY;BAY STATE MASS MARKET WILMINGTON, MA;These are MIX-A                                   ;6385019;6385019;DRY;3,0
17/8/2020;EL Miami, FL;VISTA   -   ELITE;AMERICAN FLORIST SUPPLY;BAY STATE MASS MARKET WILMINGTON, MA;These are MIX-B                                   ;6385019;6385019;DRY;3,0
17/8/2020;EL Miami, FL;VISTA   -   ELITE;AMERICAN FLORIST SUPPLY;BAY STATE MASS MARKET WILMINGTON, MA;These are Rainforest Alliance Certify (RAC)-vendel;6088156;6088156;DRY;0,5
17/8/2020;EL Miami, FL;EL MORADO ALSTROEMERIA;UNITED WHOLESALE FLOWERS;UNITED WHOLESALE FLOWERS;CB ALSTROEMERIA 10 STEM                           ;6088084;6088084;DRY;1,0
17/8/2020;EL Miami, FL;EL MORADO ALSTROEMERIA;ROYER`S FLOWER SHOPS;CONNELL'S MAPLE LEE;SPECIAL PACK                                      ;6377896;6377896;DRY;0,3
17/8/2020;EL Miami, FL;EL MORADO ALSTROEMERIA;ROYER`S FLOWER SHOPS;ROYER`S FLOWER SHOPS;BIANCA                                            ;6088079;6088079;DRY;0,3
17/8/2020;EL Miami, FL;EL MORADO ALSTROEMERIA;ROYER`S FLOWER SHOPS;ROYER`S FLOWER SHOPS;BODEGA                                            ;6088079;6088079;DRY;0,3
17/8/2020;EL Miami, FL;EL MORADO ALSTROEMERIA;ROYER`S FLOWER SHOPS;ROYER`S FLOWER SHOPS;CHERISH                                           ;6088079;6088079;DRY;0,5
17/8/2020;EL Miami, FL;EL MORADO ALSTROEMERIA;REEVES FLORAL PRODUCTS INC.;REEVES FLORAL PRODUCTS INC.;ALSTRO MIX COLORS                                 ;6553869;6553869;DRY;1,8
17/8/2020;EL Miami, FL;EL MORADO ALSTROEMERIA;REEVES FLORAL PRODUCTS INC.;REEVES FLORAL PRODUCTS INC.;FROZEN                                            ;6553869;6553869;DRY;0,3
17/8/2020;EL Miami, FL;EL MORADO ALSTROEMERIA;REEVES FLORAL PRODUCTS INC.;REEVES FLORAL PRODUCTS INC. - GAINSVILLE;ALSTRO MIX COLORS                                 ;6553894;6553894;DRY;1,8
17/8/2020;EL Miami, FL;EL MORADO ALSTROEMERIA;TOPCO ASSOCIATES LLC;BROOKSHIRE GROCERY COMPANY;8427 6-STEM ALSTROEMERIA CB                       ;6242864;4608446080;DRY;3,8
17/8/2020;EL Miami, FL;EL MORADO ALSTROEMERIA;AMERICAN FLORIST SUPPLY;BAY STATE  WHOLESALE CRANSTON, RI;ALSTROEMELIA ORANGE                               ;6553671;6553671;DRY;0,5
17/8/2020;EL Miami, FL;EL MORADO ALSTROEMERIA;AMERICAN FLORIST SUPPLY;BAY STATE  WHOLESALE CRANSTON, RI;ALSTROEMELIA PURPLE                               ;6553671;6553671;DRY;0,5
17/8/2020;EL Miami, FL;EL MORADO ALSTROEMERIA;AMERICAN FLORIST SUPPLY;BAY STATE  WHOLESALE CRANSTON, RI;ALSTROEMELIA YELLOW                               ;6553671;6553671;DRY;0,3
17/8/2020;EL Miami, FL;EL MORADO ALSTROEMERIA;AMERICAN FLORIST SUPPLY;BAY STATE  WHOLESALE CRANSTON, RI;ALSTROEMELIA PINK                                 ;6553678;6553678;DRY;1,3
17/8/2020;EL Miami, FL;EL MORADO ALSTROEMERIA;AMERICAN FLORIST SUPPLY;BAY STATE  WHOLESALE CRANSTON, RI;ALSTROEMELIA WHITE                                ;6553678;6553678;DRY;1,3
17/8/2020;EL Miami, FL;EL MORADO ALSTROEMERIA;AMERICAN FLORIST SUPPLY;BAY STATE  WHOLESALE CRANSTON, RI;ALSTROEMELIA ASST COLOR                           ;6553678;6553678;DRY;5,0
17/8/2020;EL Miami, FL;EL MORADO ALSTROEMERIA;AMERICAN FLORIST SUPPLY;BAY STATE  WHOLESALE EAST PATCHOGUE – NY;ASST COLOR                                        ;6326474;6326474;DRY;0,8
17/8/2020;EL Miami, FL;EL MORADO ALSTROEMERIA;AMERICAN FLORIST SUPPLY;BAY STATE  WHOLESALE EAST PATCHOGUE – NY;ALSTRO PURPLE                                     ;6326474;6326474;DRY;0,3
17/8/2020;EL Miami, FL;EL MORADO ALSTROEMERIA;AMERICAN FLORIST SUPPLY;BAY STATE  WHOLESALE EAST PATCHOGUE – NY;ALSTRO ORANGE                                     ;6326474;6326474;DRY;0,3
17/8/2020;EL Miami, FL;EL MORADO ALSTROEMERIA;FLORALINK;ED MOORE FLORIST;ED MOORE FLORIST                                  ;6088150;6088150;DRY;0,5
17/8/2020;EL Miami, FL;EL MORADO ALSTROEMERIA;AMERICANA INC.;AFD-5 GEORGIA STATE FLORAL DISTRIBUTORS-AUGUSTA, GA;FROZEN                                            ;6256466;6256466;DRY;0,8
17/8/2020;EL Miami, FL;EL MORADO ALSTROEMERIA;AMERICANA INC.;AFD-11 TENNESSEE FLORIST SUPPLY-BRISTOL, TN;NADIA                                             ;6256463;6256463;DRY;0,3
17/8/2020;EL Miami, FL;EL MORADO ALSTROEMERIA;AMERICANA INC.;AFD-11 TENNESSEE FLORIST SUPPLY-BRISTOL, TN;PRIMADONNA                                        ;6256463;6256463;DRY;0,3
17/8/2020;EL Miami, FL;EL MORADO ALSTROEMERIA;AMERICANA INC.;AFD-11 TENNESSEE FLORIST SUPPLY-BRISTOL, TN;ALSTRO MIX COLORS                                 ;6256463;6256463;DRY;2,5
17/8/2020;EL Miami, FL;EL MORADO ALSTROEMERIA;AMERICANA INC.;AFD-11 TENNESSEE FLORIST SUPPLY-BRISTOL, TN;COTE D AZUR                                       ;6256463;6256463;DRY;0,3
17/8/2020;EL Miami, FL;EL MORADO ALSTROEMERIA;AMERICANA INC.;AFD-11 TENNESSEE FLORIST SUPPLY-BRISTOL, TN;FROZEN                                            ;6256463;6256463;DRY;0,3
17/8/2020;EL Miami, FL;EL MORADO ALSTROEMERIA;AMERICANA INC.;AFD-11 TENNESSEE FLORIST SUPPLY-BRISTOL, TN;BELLA STAR                                        ;6256463;6256463;DRY;0,3
17/8/2020;EL Miami, FL;EL MORADO ALSTROEMERIA;AMERICANA INC.;AFD-11 TENNESSEE FLORIST SUPPLY-BRISTOL, TN;ORANGE QUEEN                                      ;6256463;6256463;DRY;0,3
17/8/2020;EL Miami, FL;EL MORADO ALSTROEMERIA;AMERICANA INC.;AFD-12 TENNESSEE FLORIST SUPPLY-CHATTANOOGA, TN;ALSTRO MIX COLORS                                 ;6256464;6256464;DRY;0,3
17/8/2020;EL Miami, FL;EL MORADO ALSTROEMERIA;FLORAL DESIGN WHOLESALE;FLORAL DESIGN WHOLESALE;SPECIAL PACK                                      ;6088078;6088078;DRY;0,5
17/8/2020;EL Miami, FL;EL MORADO ALSTROEMERIA;FALL RIVER FLORIST SUPPLY CO., INC.;FALL RIVER FLORIST SUPPLY CO., INC.;ALSTROEMERIA ASSORTED                             ;5936063;12;DRY;3,5
17/8/2020;EL Miami, FL;EL MORADO ALSTROEMERIA;ASHLAND ADDISON;ASHLAND ADDISON;CRYSTAL                                           ;6088077;6088077;DRY;0,5
17/8/2020;EL Miami, FL;EL MORADO ALSTROEMERIA;SEQUOIA WHOLESALE FLORIST, INC.;SEQUOIA WHOLESALE FLORIST, INC.;ALSTROEMERIA ASST                                 ;6088163;6088163;DRY;1,0
17/8/2020;EL Miami, FL;EL MORADO ALSTROEMERIA;MT. EDEN FLORAL COMPANY SAN JOSE;MT. EDEN FLORAL COMPANY SAN JOSE;ASST COLOR                                        ;6088088;6088088;DRY;2,0
17/8/2020;EL Miami, FL;EL MORADO ALSTROEMERIA;MT. EDEN FLORAL COMPANY SAN JOSE;MT. EDEN FLORAL COMPANY SAN JOSE;OLIVER                                            ;6088088;6088088;DRY;1,3
17/8/2020;EL Miami, FL;EL MORADO ALSTROEMERIA;MT. EDEN FLORAL COMPANY SAN JOSE;MT. EDEN FLORAL COMPANY SAN JOSE;"""COF""                                             ";6088088;6088088;DRY;0,5
17/8/2020;EL Miami, FL;EL MORADO ALSTROEMERIA;FARM EXPORTS;ROSES & MORE;ALSTROEMERIA ASSORTED                             ;6088143;6088143;DRY;0,8
17/8/2020;EL Miami, FL;EL MORADO ALSTROEMERIA;BONANZA PRODUCE;BONANZA PRODUCE;.                                                 ;6486851;6486851;DRY;0,5
17/8/2020;EL Miami, FL;EL MORADO ALSTROEMERIA;TENNESSE FLORIST SUPPLY BRISTOL;TENNESSE FLORIST SUPPLY BRISTOL;ALSTRO MIX COLORS                                 ;6276663;6276663;DRY;0,3
17/8/2020;EL Miami, FL;EL MORADO ALSTROEMERIA;SEAGROATT RICCARDI LTD;SEAGROATT RICARDI;COTE D AZUR                                       ;6088091;6088091;DRY;0,3
17/8/2020;EL Miami, FL;EL MORADO ALSTROEMERIA;ROJAHN & MALANEY CO;ROJAHN & MALANEY CO;VIRGINIA                                          ;6088083;6088083;DRY;0,3
17/8/2020;EL Miami, FL;EL MORADO ALSTROEMERIA;ROJAHN & MALANEY CO;ROJAHN & MALANEY CO;PRIMADONNA                                        ;6088083;6088083;DRY;0,3
17/8/2020;EL Miami, FL;EL MORADO ALSTROEMERIA;ROJAHN & MALANEY CO;ROJAHN & MALANEY CO;ALSTRO ORANGE/YELLOW                              ;6088083;6088083;DRY;0,3
17/8/2020;EL Miami, FL;EL MORADO ALSTROEMERIA;ROJAHN & MALANEY CO;ROJAHN & MALANEY CO;NADIA/COTE DE AZUR                                ;6088083;6088083;DRY;0,3
17/8/2020;EL Miami, FL;POSTCOSECHA FANTASY;MEX Y CAN TRADING USA LLP;MEX Y CAN TRADING USA LLP;ROSE PINK 12 STEM GUAR;6488853;303259;DRY;25,5
17/8/2020;EL Miami, FL;POSTCOSECHA FANTASY;MEX Y CAN TRADING USA LLP;MEX Y CAN TRADING USA LLP;ROSE PINK 12 STEM GUAR;6488969;386855;DRY;10,0
17/8/2020;EL Miami, FL;POSTCOSECHA FANTASY;MEX Y CAN TRADING USA LLP;MEX Y CAN TRADING USA LLP;ROSE WHITE 12 STEM GUAR;6488820;303259;DRY;13,0
17/8/2020;EL Miami, FL;POSTCOSECHA FANTASY;MEX Y CAN TRADING USA LLP;MEX Y CAN TRADING USA LLP;ROSE WHITE 12 STEM GUAR;6488968;386855;DRY;4,5
17/8/2020;EL Miami, FL;POSTCOSECHA FANTASY;ELITE FLOWER SERVICES SFW;SAFEWAY NORCAL TRACY;SINGLE ROSE BQT / BOX CODE 34407                  ;6485276;362292;DRY;4,0
17/8/2020;EL Miami, FL;POSTCOSECHA FANTASY;ELITE FLOWER SERVICES SFW;SAFEWAY NORCAL TRACY;ROSE WHITE  12 STEM GUAR/BOX CODE 13905;6485327;362292;DRY;15,0
17/8/2020;EL Miami, FL;POSTCOSECHA FANTASY;AMERICAN FLORIST SUPPLY;BAY STATE MASS MARKET EAST PATCHOGUE, NY;These are Rainforest RW+DUU                       ;6385030;6385030;DRY;7,0
17/8/2020;EL Miami, FL;POSTCOSECHA FANTASY;AMERICAN FLORIST SUPPLY;BAY STATE MASS MARKET EAST PATCHOGUE, NY;These are Rainforest -FREEDO                      ;6385030;6385030;DRY;5,0
17/8/2020;EL Miami, FL;POSTCOSECHA FANTASY;AMERICAN FLORIST SUPPLY;BAY STATE MASS MARKET EAST PATCHOGUE, NY;These are MIX-A                                   ;6385030;6385030;DRY;6,0
17/8/2020;EL Miami, FL;POSTCOSECHA FANTASY;AMERICAN FLORIST SUPPLY;BAY STATE MASS MARKET EAST PATCHOGUE, NY;These are MIX-B                                   ;6385030;6385030;DRY;6,0
17/8/2020;EL Miami, FL;POSTCOSECHA FANTASY;AMERICAN FLORIST SUPPLY;BAY STATE MASS MARKET EAST PATCHOGUE, NY;These are Rainforest Alliance Certify (RAC)-vendel;6088155;6088155;DRY;1,0
17/8/2020;EL Miami, FL;POSTCOSECHA FANTASY;AMERICAN FLORIST SUPPLY;BAY STATE MASS MARKET CRANSTON RI;These are Rainforest RW+DUU                       ;6385013;6385013;DRY;6,0
17/8/2020;EL Miami, FL;POSTCOSECHA FANTASY;AMERICAN FLORIST SUPPLY;BAY STATE MASS MARKET CRANSTON RI;These are Rainforest -FREEDO                      ;6385013;6385013;DRY;4,0
17/8/2020;EL Miami, FL;POSTCOSECHA FANTASY;AMERICAN FLORIST SUPPLY;BAY STATE MASS MARKET CRANSTON RI;These are MIX-A                                   ;6385013;6385013;DRY;5,0
17/8/2020;EL Miami, FL;POSTCOSECHA FANTASY;AMERICAN FLORIST SUPPLY;BAY STATE MASS MARKET CRANSTON RI;These are MIX-B                                   ;6385013;6385013;DRY;5,0
17/8/2020;EL Miami, FL;POSTCOSECHA FANTASY;AMERICAN FLORIST SUPPLY;BAY STATE MASS MARKET CRANSTON RI;These are Rainforest Alliance Certify (RAC)-vendel;6088154;6088154;DRY;0,5
17/8/2020;EL Miami, FL;A. LAS PALMAS;ELITE FLOWER SERVICES SFW;SAFEWAY NORCAL TRACY;ROSE RED 12 STEM GUAR/BOX CODE 13805;6485358;362292;DRY;82,0
17/8/2020;EL Miami, FL;A. LAS PALMAS;ELITE FLOWER SERVICES SFW;SAFEWAY NORCAL TRACY;ROSE ASSORTED COLORS 12 STEM GUAR/BOX CODE 11103;6485323;362292;DRY;44,0
17/8/2020;EL Miami, FL;LAS MARGARITAS;MEX Y CAN TRADING USA LLP;MEX Y CAN TRADING USA LLP;ROSE WHITE 12 STEM GUAR;6488156;467972;DRY;7,0
17/8/2020;EL Miami, FL;LAS MARGARITAS;ELITE FLOWER SERVICES SFW;SAFEWAY WBREA 5838;ROSE NOVELTIES 12 STEM GUAR/BOX CODE 46439        ;6503529;341586;DRY;30,0
17/8/2020;EL Miami, FL;LAS MARGARITAS;ELITE FLOWER SERVICES SFW;SAFEWAY WBREA 5838;ROSE RED 12 STEM GUAR/BOX CODE 45365              ;6503528;341586;DRY;71,0
17/8/2020;EL Miami, FL;LAS MARGARITAS;ELITE FLOWER SERVICES SFW;SAFEWAY WBREA 5838;ROSE ASSORTED COLORS 12 STEM GUAR/BOX CODE 45369  ;6503530;341586;DRY;16,0
17/8/2020;EL Miami, FL;LAS MARGARITAS;ELITE FLOWER SERVICES SFW;SAFEWAY NORCAL TRACY;ROSE NOVELTIES 12 STEM GUAR/BOX CODE 11311;6485264;362292;DRY;19,0
17/8/2020;EL Miami, FL;LAS MARGARITAS;ELITE FLOWER SERVICES SFW;SAFEWAY NORCAL TRACY;ROSE NOVELTIES 18 STEM GUAR/BOX CODE 11512;6485265;362292;DRY;3,0
17/8/2020;EL Miami, FL;LAS MARGARITAS;ELITE FLOWER SERVICES SFW;SAFEWAY NORCAL TRACY;ROSE RED 18 STEM GUAR/BOX CODE 27609;6485271;362292;DRY;2,5
17/8/2020;EL Miami, FL;LAS MARGARITAS;REEVES FLORAL PRODUCTS INC.;REEVES FLORAL PRODUCTS INC.;AKITO                                             ;6553869;6553869;DRY;0,8
17/8/2020;EL Miami, FL;LAS MARGARITAS;TOPCO ASSOCIATES LLC;SPARTAN MICHIGAN;50 CM ROSE BQT                                    ;6542797;11471;WET;2,0
17/8/2020;EL Miami, FL;LAS MARGARITAS;HARRIS TEETER;HARRIS TEETER;97600  DZ RED ROSE BQT                            ;6313279;680191;DRY;0,3
